update,env_steps,episodic_return,total_loss,value_loss,actor_loss,entropy,task_reward_mean,task_reward_std,goal_reward_mean,goal_reward_std,task_reward_running_mean,task_reward_running_std,goal_reward_running_mean,goal_reward_running_std,learning_rate,obs_norm_mean,obs_norm_var,train_goal_success_rate,rnd_reward_mean,rnd_reward_std,rnd_raw_intrinsic_mean,rnd_rew_running_std,rnd_predictor_loss,icm_reward_mean,icm_reward_std,icm_raw_intrinsic_mean,icm_rew_running_std,icm_loss,eval_success_rate,eval_episodic_return,eval_oracle_return,LR,NUM_ENVS,NUM_STEPS,TOTAL_TIMESTEPS,UPDATE_EPOCHS,NUM_MINIBATCHES,GAMMA,GAE_LAMBDA,CLIP_EPS,ENT_COEF,VF_COEF,HIDDEN_DIM,MAX_GRAD_NORM,ACTIVATION,ENV_NAME,ENV_BACKEND,EPISODE_LENGTH,ACTION_REPEAT,ENV_KWARGS,ANNEAL_LR,NORMALIZE_ENV,DEBUG,SEED,WANDB_MODE,ENTITY,PROJECT,EVAL_RENDER_STEPS,EVAL_RENDER_MAX_FRAMES,EVAL_RENDER_HEIGHT,EVAL_RENDER_LOG_WANDB_HTML,TRAIN_RENDER_FREQ,EVAL_FREQ,EVAL_NUM_ENVS,COMMENT,ADD_GOAL_REWARD,USE_ORACLE_REWARD,ORACLE_REWARD_COEF,CONDITION_ON_GOAL,GOAL_REACH_EPSILON,SAVE_MODEL,checkpoint_dir,USE_RND,RND_COEF,RND_LR,RND_HIDDEN_DIM,RND_OUTPUT_DIM,USE_ICM,ICM_COEF,ICM_LR,ICM_HIDDEN_DIM,ICM_FEATURE_DIM,ICM_BETA,TASK_REWARD_COEF,LOG_CSV,CSV_LOG_FREQ,GPU_NAME,EXP_DIR,run_id
660,10813440,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
670,10977280,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
671,11010048,0.0625,-0.0162882786244153,3.418110281927511e-05,-0.0163053683936595,4.647608757019043,0.0,0.0,0.0,0.0,1.4532180330206756e-06,0.0012054940452799,0.0,0.0,0.0002905767469201,0.9317790269851683,5.208234786987305,0.00390625,0.0062040258198976,0.0020729897078126,0.0610718131065368,9.842278480529783,0.0610558912158012,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
680,11141120,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
687,11272192,0.0,-0.014552847482264,3.1437643883691635e-06,-0.0145544195547699,4.517831802368164,0.0,0.0,0.0,0.0,1.4194222330843331e-06,0.0011913941707462,0.0,0.0,0.0002903520362451,0.932758629322052,5.249846458435059,0.0,0.0060126818716526,0.001838048454374,0.0587620362639427,9.77285861968994,0.0587451569736003,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
690,11304960,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
700,11468800,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0199999995529651,0.0599999986588954,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
703,11534336,0.01171875,-0.0184374395757913,4.09529275202658e-06,-0.0184394866228103,4.381285190582275,0.0,0.0,0.0,0.0,1.6472556580993114e-06,0.0012834535446017,0.0,0.0,0.0002901273255702,0.9335622191429138,5.286575794219971,0.00390625,0.0059809377416968,0.0017997481627389,0.058046068996191,9.70510196685791,0.0580190271139144,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
710,11632640,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
718,11780096,0.0,-0.0160754583775997,1.1163253930135395e-06,-0.0160760171711444,4.297790050506592,0.0,0.0,0.0,0.0,1.612890059732308e-06,0.001269995002076,0.0,0.0,0.0002899167011491,0.9344638586044312,5.318421363830566,0.0,0.0057853627949953,0.0019183664117008,0.0557799413800239,9.640664100646973,0.0557715594768524,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
720,11796480,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
730,11960320,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
734,12042240,0.0,-0.0174326598644256,7.817573646207165e-07,-0.0174330510199069,4.193463802337647,0.0,0.0,0.0,0.0,1.5777795852045529e-06,0.0012560959439724,0.0,0.0,0.0002896919904742,0.9353642463684082,5.346827983856201,0.0,0.0057218829169869,0.0018094186671078,0.0548063218593597,9.578330039978027,0.0547891110181808,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
740,12124160,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
749,12288000,0.01953125,0.0097786094993352,0.0014397536870092,0.0090587325394153,4.075918197631836,0.00030517578125,0.0174666158854961,0.0,0.0,1.953124865394784e-06,0.0013975410256534,0.0,0.0,0.0002894813369493,0.9360280632972716,5.375413417816162,0.00390625,0.006040615029633,0.0021248809061944,0.0574974343180656,9.516361236572266,0.0574841387569904,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
750,12288000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
760,12451840,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
765,12550144,0.0,-0.0125150913372635,1.222857235916308e-06,-0.0125157032161951,3.9815945625305176,0.0,0.0,0.0,0.0,1.9123285710520577e-06,0.001382868271321,0.0,0.0,0.0002892566262744,0.9367223978042604,5.403372287750244,0.0,0.0057311481796205,0.0018981490284204,0.0541973114013671,9.456114768981934,0.0541880652308464,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
770,12615680,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
780,12779520,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
781,12812288,0.0,-0.0131814591586589,7.64076730774832e-07,-0.0131818410009145,3.8260982036590576,0.0,0.0,0.0,0.0,1.8732016542344356e-06,0.0013686482561752,0.0,0.0,0.0002890319447033,0.9375354051589966,5.43178129196167,0.0,0.0055979657918214,0.0017931697657331,0.0526013970375061,9.396443367004396,0.0525843203067779,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
790,12943360,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
796,13058048,0.36328125,0.023671519011259,0.0332294516265392,0.0070567931979894,3.68605899810791,0.00341796875,0.058363389223814,0.0,0.0,8.959991646406706e-06,0.0029933110345155,0.0,0.0,0.0002888212911784,0.9385088682174684,5.45761775970459,0.00390625,0.0057640867307782,0.0019571345765143,0.0538348108530044,9.338343620300291,0.0538262799382209,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
800,13107200,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
810,13271040,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
812,13320192,0.0,-0.0112684201449155,2.801400478347205e-05,-0.0112824272364377,3.5562586784362797,0.0,0.0,0.0,0.0,8.783656994637568e-06,0.0029637105762958,0.0,0.0,0.0002885965805035,0.939375340938568,5.481400012969971,0.0,0.005412929225713,0.0018126128707081,0.0502461045980453,9.282344818115234,0.0502367131412029,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
820,13434880,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
828,13582336,0.0,-0.0142141850665211,7.585150342492852e-06,-0.0142179783433675,3.4914820194244385,0.0,0.0,0.0,0.0,8.614129910711199e-06,0.0029349711257964,0.0,0.0,0.0002883718989323,0.9402251243591307,5.505742073059082,0.0,0.0054170358926057,0.0018276209011673,0.0499818362295627,9.226604461669922,0.0499621219933033,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
830,13598720,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
840,13762560,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
843,13828096,0.0,-0.0114257577806711,5.670812697644578e-06,-0.0114285927265882,3.363037586212158,0.0,0.0,0.0,0.0,8.461034667561762e-06,0.0029087734874337,0.0,0.0,0.0002881612454075,0.9411273002624512,5.52803373336792,0.0,0.0053602177649736,0.0018484158208593,0.0491741448640823,9.17307949066162,0.0491691529750824,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
850,13926400,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
859,14090240,0.0,-0.0143180564045906,2.1542346075875685e-06,-0.014319134876132,3.2263946533203125,0.0,0.0,0.0,0.0,8.303620234073605e-06,0.0028815881814807,0.0,0.0,0.0002879365347325,0.941787838935852,5.54754638671875,0.0,0.0052358731627464,0.001845501596108,0.0477580428123474,9.121143341064451,0.0477467812597751,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
860,14090240,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
870,14254080,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
874,14336000,0.0,-0.0108659602701663,1.8340626866120149e-06,-0.0108668766915798,3.118538618087769,0.0,0.0,0.0,0.0,8.161272489815019e-06,0.0028567824047058,0.0,0.0,0.0002877258812077,0.942574143409729,5.566292762756348,0.0,0.0054697915911674,0.0023352871648967,0.0496195964515209,9.06988525390625,0.0496111884713172,,,,,,,,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
880,14417920,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0003,256,64,350000000,4,8,0.99,0.8,0.2,0.0,0.5,256,1.0,tanh,ant_u_maze_single_goal,,1000,1,{},1,1,0,75937,online,,purejaxrl_ant_u_maze_single_goal_no_teacher_rnd_baseline,300,1000,360,1,200,10,50,no_teacher_rnd_baseline,0,0,1.0,0,0.5,1,checkpoints,1,0.01,0.0001,256,128,0,1.0,0.0001,256,128,0.2,1.0,1,1,Quadro RTX 8000,/network/scratch/f/faisal.mohamed/purejaxrl/counter-force_127766256,counter-force_127766256
